"","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","lat","long","sqft_living15","sqft_lot15"
"261",780000,"4",1,1660,4400,"1.5","0","0","3","8",1460,200,104,2015,47.6362,-122.302,1660,4400
"262",237000,"4",1.75,1270,8470,"1","0","0","4","7",1270,0,55,2015,47.4207,-122.29,1600,8470
"263",525000,"4",2.25,2100,40510,"2","0","0","3","10",1320,780,36,2015,47.6154,-122.047,2380,33450
"264",425000,"3",1,770,5040,"1","0","0","3","5",770,0,85,2015,47.5964,-122.299,1330,2580
"265",369900,"2",0.75,760,10079,"1","1","4","5","5",760,0,79,2015,47.4683,-122.438,1230,14267
"266",290000,"5",2.5,1700,7280,"2","0","0","4","7",1700,0,27,2015,47.4045,-122.171,1950,7475
"267",285000,"4",1,1120,10701,"1","0","0","3","7",1120,0,61,2015,47.5544,-122.358,1130,6350
"268",415000,"3",1,1070,4500,"1","0","0","3","7",1070,0,78,2015,47.6802,-122.29,1320,4465
"269",272500,"4",2.5,2070,9900,"1","0","0","3","8",1420,650,36,2015,47.2988,-122.371,2070,8250
"272",436000,"3",1,1040,7538,"1","0","0","4","7",1040,0,76,2015,47.7107,-122.352,1440,7530
"273",210000,"4",1,1700,11390,"1","0","0","4","7",1700,0,48,2015,47.3271,-122.323,1350,8164
"274",236000,"4",1,1300,5898,"1","0","0","3","7",1300,0,54,2015,47.5053,-122.255,1320,7619
"275",331000,"4",1.75,1080,1306,"1","0","0","3","7",580,500,61,2003,47.6601,-122.4,1440,2225
"276",365000,"4",2.5,2653,4510,"2","0","0","3","8",2653,0,9,2015,47.4145,-122.166,2653,4927
"277",450000,"4",2,2290,16258,"1","0","0","5","8",2290,0,55,2015,47.4672,-122.165,1660,10530
"278",770000,"5",2.75,3820,26300,"2","0","0","3","9",2850,970,1,2015,47.7618,-122.261,1860,12136
"279",455000,"5",2.5,2210,49375,"1","0","0","3","8",2210,0,18,2015,47.3828,-122.071,2670,49385
"280",405000,"4",1.75,2390,6000,"1","0","0","3","6",1240,1150,107,2015,47.5362,-122.268,2020,6000
"281",304900,"5",1.75,2600,11325,"1","0","0","4","7",1610,990,46,2015,47.3954,-122.206,1720,11088
"282",170000,"3",1,860,5265,"1","0","0","3","6",860,0,84,2015,47.5048,-122.272,1650,8775
"284",780000,"5",2.5,3500,7048,"2","0","0","3","9",3500,0,10,2015,47.6811,-122.025,3920,7864
"285",330000,"4",3,2420,13959,"1","0","0","4","8",1740,680,27,2015,47.7486,-122.23,2570,13300
"286",370000,"5",2.5,2720,8666,"2","0","0","3","9",2720,0,23,2015,47.3846,-122.169,2410,8100
"287",467000,"6",2.25,2500,13500,"1","0","0","3","7",1850,650,36,2015,47.7564,-122.144,2300,9750
"288",405000,"4",1.75,1670,6720,"1","0","0","3","7",1140,530,35,2015,47.7198,-122.193,1670,7320
"289",675000,"6",2.25,2900,10300,"1","0","0","3","8",1450,1450,30,2015,47.5461,-122.151,2310,10300
"290",5e+05,"3",1,1640,14100,"1","0","0","4","7",1140,500,61,2015,47.5712,-122.143,1520,13527
"291",389999,"5",2.5,1890,15770,"2","0","0","4","7",1890,0,47,2015,47.4281,-122.343,2410,15256
"292",630000,"5",1.75,2950,9025,"1","0","2","4","8",1780,1170,40,2015,47.7128,-122.223,2120,9600
"293",360000,"5",2.5,2160,9528,"2","0","0","3","9",2160,0,23,2015,47.3341,-122.255,2280,9937
"294",580000,"5",3,3280,11060,"2","0","0","3","8",2270,1010,29,2015,47.5399,-122.181,2320,11004
"295",550000,"4",2,1970,4166,"2","0","3","5","8",1270,700,86,2015,47.5717,-122.375,2390,4166
"296",879000,"5",2.5,3360,22111,"2","0","0","3","10",3360,0,21,2015,47.5951,-122.017,3150,11374
"297",265000,"4",2,1320,8959,"1","0","0","3","7",1320,0,22,2015,47.3536,-122.144,1740,7316
"298",446500,"4",2.5,2650,7286,"2","0","0","3","8",2650,0,25,2015,47.5084,-122.154,2400,7220
"299",404000,"4",1.5,2030,8880,"1","0","0","3","7",1330,700,52,2015,47.5586,-122.311,2140,5592
"300",267500,"4",1.75,1590,11914,"1","0","2","3","7",1090,500,58,2015,47.4427,-122.274,1630,9052
"302",335000,"4",2.5,2440,7632,"2","0","0","3","8",2440,0,17,2015,47.3494,-122.301,2510,7903
"303",576000,"4",2.5,1940,9000,"1","0","0","4","7",970,970,67,2015,47.6933,-122.393,2190,7310
"304",208633,"4",2.5,2040,3810,"2","0","0","3","8",2040,0,9,2015,47.3537,-122,2370,4590
"305",315000,"4",2.25,2200,8750,"1","0","0","4","7",1120,1080,51,2015,47.476,-122.337,1460,10139
"306",725000,"4",1.75,1920,3300,"1","0","0","4","8",960,960,102,2015,47.6239,-122.298,1740,4000
"307",550000,"5",2.75,1800,7750,"1","0","0","4","8",1400,400,50,2015,47.7776,-122.384,1800,8275
"308",610750,"5",2.25,2180,7297,"2","0","0","3","8",2180,0,31,2015,47.6459,-122.058,2250,9781
"309",550700,"3",1,1010,5000,"1.5","0","0","4","6",1010,0,107,2015,47.6692,-122.297,1460,5000
"310",665000,"5",2.75,3320,10574,"2","0","0","5","8",2220,1100,55,2015,47.5376,-122.18,2720,8330
"311",834000,"5",2.5,2370,4000,"1.5","0","2","5","8",1980,390,87,2015,47.601,-122.294,2440,5750
"312",201000,"6",1.75,1660,78408,"1.5","0","0","3","6",1660,0,100,2015,47.529,-121.837,1660,78408
"316",305000,"5",2.25,1950,7700,"1","0","0","3","8",1350,600,36,2015,47.4441,-122.125,2150,7350
"317",487000,"4",2,2590,14052,"1","0","0","5","8",1720,870,67,2015,47.7357,-122.333,1570,8162
"318",390000,"4",2.5,1930,64904,"1","0","0","4","8",1930,0,27,2015,47.346,-122.157,2350,57500
"319",548000,"3",1,1470,3864,"1","0","0","4","7",1170,300,99,2015,47.6638,-122.345,1570,3864
"320",268750,"5",1,800,8775,"1","0","0","3","6",800,0,72,2015,47.48,-122.336,1310,8775
"321",819900,"6",2.75,3150,7119,"2","0","0","3","9",3150,0,2,2015,47.6759,-122.151,1560,8384
"322",520000,"4",2.25,2030,16200,"2","0","0","3","8",2030,0,31,2015,47.5162,-122.057,2660,17958
"323",230000,"4",2,1450,11204,"1","0","0","3","7",1450,0,12,2015,47.2639,-122.252,1520,9518
"324",240000,"4",1.75,1510,10248,"1","0","0","3","7",1510,0,46,2015,47.2929,-122.371,1510,9753
"325",232000,"3",1,1240,12092,"1","0","0","3","6",960,280,93,1984,47.4957,-122.352,1820,7460
"326",240500,"3",1,1240,12092,"1","0","0","3","6",960,280,93,1984,47.4957,-122.352,1820,7460
"327",274975,"4",2.5,3030,45004,"2","0","0","3","9",3030,0,28,2015,47.7721,-122.093,3080,35781
"328",740000,"5",2,2050,4400,"1.5","0","0","4","9",2050,0,93,2015,47.644,-122.319,2320,5500
"329",186375,"4",1,1000,7636,"1","0","0","2","7",1000,0,63,2015,47.472,-122.344,1150,7600
"330",790000,"4",2.25,2370,10289,"1","0","0","4","9",1590,780,38,2015,47.592,-122.166,2500,10004
"331",880000,"5",3.5,2800,6750,"2","0","0","3","9",1890,910,64,2002,47.669,-122.275,2370,6120
"333",295000,"4",2,1810,10530,"1","0","2","3","8",1810,0,24,2015,47.1913,-122.012,1910,10450
"334",640000,"3",1,1070,5000,"1","0","0","3","7",1070,0,91,2015,47.6666,-122.331,1710,5000
"335",940000,"5",2,2490,9525,"2","0","0","5","9",2490,0,47,2015,47.5639,-122.217,2770,9525
"336",260000,"5",2.5,1960,5238,"2","0","0","3","7",1960,0,12,2015,47.3483,-122.052,1800,5894
"337",559900,"4",2.75,2930,5569,"1","0","0","3","9",1860,1070,11,2015,47.7648,-122.164,2580,11045
"338",791500,"5",2,1510,3500,"1.5","0","0","5","7",1510,0,104,2015,47.6794,-122.357,1820,3750
"339",265000,"4",1.75,1420,8250,"1","0","0","3","7",1420,0,61,2015,47.7535,-122.354,1740,8000
"340",245000,"4",1.75,1740,11547,"1","0","0","3","7",1740,0,61,2015,47.4945,-122.22,880,78408
"341",485000,"5",1.75,2560,43995,"2","0","0","4","7",2560,0,53,2015,47.6945,-122.093,2560,14764
"342",684000,"5",3.5,3040,8414,"2","0","0","3","9",2420,620,5,2015,47.5222,-122.157,3470,8066
"343",425000,"4",1.75,2500,6840,"1","0","0","3","8",1300,1200,58,2015,47.7222,-122.32,1580,8691
"344",309600,"5",1.75,1275,20000,"1","0","0","4","6",1275,0,24,2015,47.3796,-122.49,1660,20000
"345",552250,"5",2.5,2580,5823,"2","0","0","3","8",2580,0,13,2015,47.5374,-121.875,2380,5823
"346",165000,"5",1,1000,7134,"1","0","0","3","6",1000,0,72,2015,47.4897,-122.24,1020,7138
"347",239900,"5",1,1000,7134,"1","0","0","3","6",1000,0,72,2015,47.4897,-122.24,1020,7138
"348",320000,"3",1,1070,32633,"1","0","0","4","6",1070,0,85,2015,47.4716,-122.078,1360,32156
"349",206600,"4",2,1390,13464,"1","0","0","4","7",1390,0,28,2015,47.3581,-122.173,1720,12080
"350",387000,"5",1.75,2500,7690,"1","0","0","3","7",1250,1250,42,2015,47.7713,-122.307,2040,8646
"351",299000,"2",0.75,560,12120,"1","0","0","3","4",560,0,48,2015,47.675,-121.854,1300,19207
"352",855000,"5",2.75,2270,10460,"2","0","0","3","9",2270,0,50,2015,47.5603,-122.222,2610,10180
"353",315000,"4",1,1900,14400,"1","0","0","4","7",1300,600,61,2015,47.4147,-122.337,1940,14400
"354",437500,"3",1,990,3120,"1","0","2","5","7",790,200,108,2015,47.68,-122.353,1930,3120
"355",252000,"5",1.5,1550,19800,"1","0","0","4","7",1050,500,46,2015,47.3117,-122.27,1640,22654
"356",375000,"5",1.75,2200,7475,"1","0","0","5","7",1100,1100,60,2015,47.543,-122.28,1600,5766
"357",3e+05,"5",2.5,1910,4862,"2","0","0","3","7",1910,0,10,2015,47.3607,-122.034,2010,5091
"358",420000,"5",1,1750,9600,"1.5","0","0","4","7",1750,0,61,2015,47.5759,-122.137,1750,10530
"359",9e+05,"4",1,1330,77972,"1","0","0","3","7",1330,0,87,1954,47.6891,-122.159,1340,17689
"360",679900,"4",2.5,2440,5750,"2","0","2","3","9",1980,460,15,2015,47.565,-122.381,1520,5750
"361",463000,"4",2.5,1640,29970,"2","0","0","3","7",1640,0,23,2015,47.6359,-121.974,1580,28399
"362",380000,"6",2.5,2760,11340,"2","0","0","4","9",2760,0,37,2015,47.4769,-122.141,2470,11340
"363",329500,"5",2.5,1820,7912,"2","0","0","3","7",1820,0,21,2015,47.3845,-122.029,1820,8168
"364",604950,"4",2.5,2110,5608,"1","0","0","3","8",1340,770,2,2015,47.6743,-122.184,2040,9363
"365",795000,"6",2.5,3040,9570,"1","0","2","4","8",1640,1400,49,2015,47.5651,-122.164,2920,8800
"366",465000,"4",2,1840,40438,"2","0","0","3","7",1840,0,21,2015,47.4853,-121.709,1380,44049
"367",673000,"5",2.5,2990,10400,"2","0","0","3","9",2990,0,13,2015,47.4508,-122.359,2140,17449
"368",810000,"5",2.5,3520,15420,"2","0","0","3","10",3520,0,24,2015,47.6375,-122.016,3400,21455
"369",785000,"5",2.75,2440,69415,"1","0","0","4","8",1910,530,26,2015,47.5944,-122.042,2770,24361
"370",338000,"5",3,2090,7500,"1","0","0","3","7",1370,720,29,2015,47.4888,-122.182,1810,7650
"371",280000,"4",2.25,1430,7222,"2","0","0","3","7",1430,0,22,2015,47.5112,-122.19,1430,7220
"372",315000,"5",2.25,2180,10754,"1","0","0","5","7",1100,1080,61,2015,47.7711,-122.341,1810,6929
"373",530000,"5",2.25,2180,10754,"1","0","0","5","7",1100,1080,61,2015,47.7711,-122.341,1810,6929
"374",380000,"6",3,3450,9914,"2","0","0","3","9",3450,0,11,2015,47.2813,-122.345,2860,9721
"375",297000,"4",2.25,1450,7562,"2","0","0","3","7",1450,0,21,2015,47.5038,-122.189,1650,7625
"376",730000,"5",2.5,3230,7331,"2","0","0","3","10",3230,0,11,2015,47.5823,-121.97,3480,7447
"377",450000,"4",1.75,1640,13500,"1","0","0","3","7",1110,530,75,2015,47.7164,-122.304,1770,12600
"378",275000,"4",3,1590,7750,"1","0","0","3","7",1060,530,18,2015,47.3624,-122.045,1680,7500
"379",595000,"5",2,2020,2849,"2","0","0","3","7",2020,0,55,2015,47.6831,-122.329,1910,3120
"380",435000,"4",1.5,1300,3348,"1.5","0","0","3","7",1300,0,111,2014,47.592,-122.307,1590,2577
"381",270000,"3",1.5,1380,209959,"1","0","0","1","6",1380,0,61,2015,47.7461,-122.195,3130,19868
"382",950000,"4",3,4040,14338,"2","0","0","3","10",3030,1010,29,2015,47.7268,-122.06,3360,14142
"383",389000,"5",2.25,2130,5337,"2","0","0","3","7",2130,0,14,2015,47.7237,-121.959,2300,6930
"384",560000,"5",2.25,2550,7800,"1","0","0","3","8",1580,970,47,2015,47.6283,-122.095,2420,8050
"386",799000,"5",2.25,2510,11585,"2","0","0","4","8",2510,0,46,2015,47.5483,-122.226,2450,9691
"387",365500,"4",2,1410,9600,"1","0","0","4","7",1410,0,32,2015,47.7591,-122.146,1410,9600
"388",252350,"4",2,1650,7352,"1","0","0","3","7",1160,490,36,2015,47.4612,-122.169,1710,7350
"389",403950,"5",2.5,2120,13780,"2","0","0","3","8",2120,0,22,2015,47.4987,-122.365,1880,12000
"390",385000,"5",1.5,2040,10726,"1","0","0","3","7",1380,660,61,2015,47.772,-122.358,1610,10020
"391",345000,"5",1,1550,7620,"1.5","0","0","3","7",1550,0,58,2015,47.5287,-122.35,1450,7620
"392",490000,"4",2.75,1980,3128,"2","0","0","4","9",1980,0,36,2015,47.6109,-122.114,1950,2856
"393",330000,"4",2.5,1600,26977,"2","0","0","3","8",1600,0,10,2015,47.7736,-121.901,1790,27743
"394",927000,"5",2.75,3300,12090,"2","0","0","3","8",3300,0,62,2015,47.6294,-122.218,3180,12239
"395",1118000,"5",2.5,3840,16619,"2","0","1","4","10",3840,0,32,2015,47.5634,-122.213,3600,16553
"396",330000,"3",1,1220,10000,"1","0","0","5","7",1220,0,65,2015,47.7405,-122.241,2000,9600
"397",530000,"6",2.25,2720,8800,"1","0","0","4","7",1500,1220,57,2015,47.5976,-122.118,2110,8800
"398",365000,"5",2,1940,25600,"1","0","0","1","8",1940,0,53,2015,47.5722,-122.129,2000,10071
"399",378750,"4",2.5,2160,3000,"1.5","0","0","3","7",1260,900,106,2011,47.5644,-122.289,1060,3500
"400",269900,"5",1.75,1530,8750,"1.5","0","0","4","7",1530,0,47,2015,47.4556,-122.157,1390,8750
"401",557000,"4",3.5,1710,2096,"2","0","0","3","8",1290,420,7,2015,47.6055,-122.305,1630,1543
"402",360000,"5",1.75,3730,16980,"1","0","0","4","7",2150,1580,41,2015,47.1775,-122.022,1880,16963
"403",352000,"3",1,940,5000,"1","0","0","4","7",940,0,78,2015,47.6879,-122.385,1560,4500
"404",437000,"4",2.5,1750,22357,"2","0","0","3","8",1750,0,21,2015,47.4807,-121.779,2430,22357
"405",322500,"5",2.5,1820,6753,"2","0","0","3","7",1820,0,21,2015,47.3845,-122.032,1820,7107
"406",650000,"4",3.25,1510,2000,"2","0","0","3","9",1330,180,14,2015,47.5815,-122.402,1510,1352
"407",450000,"4",2,1290,1213,"3","0","0","3","8",1290,0,14,2015,47.6609,-122.344,1290,3235
"408",278500,"4",2,1570,5250,"1","0","0","3","7",1570,0,17,2015,47.3163,-122.188,1570,5250
"409",364950,"5",2.5,1930,6957,"2","0","0","3","8",1930,0,20,2015,47.4309,-122.191,2090,6996
"410",840000,"5",3.5,2840,40139,"1","0","4","4","10",2840,0,29,2015,47.401,-122.026,3180,36852
"411",268000,"4",2.5,1550,8134,"2","0","0","3","7",1550,0,24,2015,47.404,-122.191,1550,8134
"412",517534,"3",1,833,143947,"1","0","0","3","5",833,0,9,2015,47.3889,-122.482,1380,143947
"413",632925,"4",2.5,2990,32239,"2","0","0","4","8",2990,0,37,2015,47.7718,-122.095,2990,36497
"414",577500,"4",2.5,2000,7251,"2","0","0","3","9",2000,0,20,2015,47.7067,-122.2,2450,8118
"415",339000,"5",1.5,2390,7480,"1.5","0","2","3","7",2390,0,95,2015,47.504,-122.227,2850,6867
"416",570000,"4",1.75,2910,37461,"1","0","0","4","7",1530,1380,48,2015,47.7015,-122.164,2520,18295
"417",563500,"5",1.75,2085,174240,"1","0","0","3","7",1610,475,51,2015,47.5753,-121.95,2690,174240
"418",423000,"5",2.25,2200,9351,"1","0","0","5","7",1290,910,53,2015,47.7448,-122.333,1910,8660
"419",355000,"4",2.25,1860,5028,"2","0","0","3","8",1860,0,3,2015,47.7318,-121.982,2320,5465
"421",482000,"3",1,950,3960,"1","0","0","3","7",950,0,74,2015,47.6885,-122.337,1320,4050
"422",625000,"4",1.75,1600,9135,"1","0","0","5","7",1600,0,60,2015,47.5724,-122.179,1580,9800
"423",538000,"4",2.5,2250,11632,"2","0","0","3","8",2250,0,27,2015,47.5272,-122.169,2360,11632
"424",380000,"4",2.5,2280,10255,"2","0","0","4","8",2280,0,30,2015,47.4334,-122.161,2310,10094
"425",375000,"3",1,940,5120,"1","0","0","3","7",940,0,106,2015,47.6073,-122.308,1300,5120
"426",245000,"4",2.5,1530,8500,"1","0","0","5","7",1030,500,19,2015,47.3592,-122.046,1850,8140
"427",310000,"6",1.75,2190,27260,"1","0","0","4","7",2190,0,68,1974,47.4546,-122.337,1620,39480
"429",397000,"5",2,1440,7680,"1","0","0","3","7",1200,240,44,2015,47.7245,-122.2,1460,9660
"430",365000,"4",2.5,2200,4052,"2","0","0","3","8",2200,0,10,2015,47.4362,-122.178,2310,5082
"431",328500,"5",3,2290,8250,"2","0","0","3","9",2290,0,25,2015,47.3739,-122.156,2290,8250
"432",988000,"5",3,4040,19700,"2","0","0","3","11",4040,0,28,2015,47.7205,-122.127,3930,21887
"433",1e+06,"5",2.5,2610,3277,"1.5","0","0","5","8",1920,690,93,2015,47.6636,-122.33,1810,3277
"434",237000,"4",2.5,1490,2138,"2","0","0","3","7",1490,0,10,2015,47.4324,-122.197,1490,2094
"435",525000,"5",2.5,2450,5280,"2","0","0","3","8",2450,0,12,2015,47.7734,-122.224,2300,4674
"436",749000,"5",2.5,1710,9627,"1","0","0","3","9",1440,270,39,2014,47.559,-122.164,2140,9131
"437",722500,"6",2.5,4870,11800,"2","0","0","3","10",3470,1400,32,2015,47.633,-122.041,3180,11398
"438",843000,"4",2.5,3130,8750,"2","0","0","3","10",3130,0,24,2015,47.6954,-122.103,2860,9003
"439",438000,"3",2,1270,1372,"3","0","0","3","8",1270,0,15,2015,47.6776,-122.318,1610,3090
"440",578000,"4",1.75,2120,10875,"1","0","2","3","8",1540,580,38,2015,47.504,-122.382,2460,11760
"441",227950,"4",1.5,1670,8230,"1","0","0","5","7",1670,0,61,2015,47.2613,-122.255,2077,4910
"442",196000,"4",2.25,2070,11576,"2","0","0","3","7",2070,0,41,2015,47.3417,-122.271,1890,7519
"443",641000,"3",1,1420,5332,"1","0","0","3","8",1070,350,62,2015,47.6694,-122.275,2400,5406
"444",350000,"4",1.5,1250,219978,"1","0","0","4","6",1250,0,35,2015,47.4056,-121.955,1930,210394
"445",205000,"4",1,940,7980,"1","0","0","4","7",940,0,55,2015,47.3838,-122.289,1150,8050
"446",4e+05,"4",1.75,1920,9102,"1","0","0","3","7",1920,0,47,2015,47.7487,-122.082,1920,9760
"447",1030000,"4",2.5,3545,9816,"1","0","0","3","10",2610,935,10,2015,47.5534,-122.078,3630,7704
"448",505000,"4",2,1260,5460,"1","0","0","3","7",1260,0,43,2015,47.7355,-122.18,1510,5460
"449",475000,"6",2.5,2340,7200,"1","0","0","3","7",1300,1040,40,2015,47.7206,-122.211,1930,7221
"450",520000,"4",2.25,2590,9263,"1","0","0","5","8",1440,1150,38,2015,47.7691,-122.262,2580,9450
"452",333500,"4",1.75,1220,9732,"1","0","0","3","7",1220,0,50,2015,47.7736,-122.214,1630,10007
"453",232000,"4",1,1400,10403,"1","0","0","4","6",1400,0,39,2015,47.362,-122.029,1230,10209
"454",691100,"4",2.75,2360,16117,"1","0","0","4","8",1710,650,32,2015,47.5698,-122.121,2120,16117
"455",811000,"4",1.75,1870,9897,"1","0","0","4","8",1870,0,55,2015,47.5505,-122.221,1900,10005
"456",551000,"4",2.5,2830,5802,"2","0","0","3","9",2830,0,14,2015,47.7605,-122.234,2500,5788
"457",496500,"4",2.5,2260,3640,"2","0","0","3","8",2260,0,21,2015,47.7356,-122.157,2350,3710
"458",705000,"4",3,1970,20978,"2","1","3","4","9",1770,200,35,2015,47.3844,-122.438,2280,75396
"459",578000,"5",2.5,3140,9225,"1","0","2","5","9",1770,1370,49,2015,47.4904,-122.226,2460,9600
"460",255000,"4",1.75,1240,8659,"1","0","0","5","7",1240,0,29,2015,47.3663,-122.089,1490,8223
"461",1050000,"5",3.5,3450,7832,"2","0","0","3","10",3450,0,8,2015,47.5637,-122.123,3220,8567
"462",348000,"4",2.25,2570,8491,"2","0","0","4","8",2570,0,26,2015,47.3759,-122.125,2400,8049
"463",230000,"4",2,1510,3413,"2","0","0","3","7",1510,0,30,2015,47.3912,-122.167,1570,3777
"464",359500,"5",2.25,2390,11250,"2","0","0","3","9",2390,0,27,2015,47.3305,-122.371,2480,11250
"465",330000,"4",1,980,7000,"1","0","0","3","6",980,0,62,2015,47.7617,-122.357,1220,7000
"466",80000,"2",0.75,430,5050,"1","0","0","2","4",430,0,103,2015,47.6499,-121.909,1200,7500
"467",465000,"4",1.75,1480,6360,"1","0","0","3","7",1480,0,61,2015,47.7311,-122.353,1480,6360
"468",325000,"5",2.5,1850,7324,"2","0","0","3","8",1850,0,18,2015,47.3701,-122.107,2100,7329
"469",340500,"4",2,2270,28025,"1","0","0","4","7",1920,350,68,2015,47.4857,-122.318,1770,14833
"470",342500,"4",2.5,1810,5192,"2","0","0","3","8",1810,0,22,2015,47.3724,-122.042,1810,6200
"471",290900,"3",2,1610,17600,"2","0","0","3","6",1610,0,85,1983,47.4855,-122.266,1310,12950
"472",868700,"4",4.25,3840,6161,"2","0","0","3","10",3840,0,15,2015,47.6336,-122.064,3230,7709
"475",859900,"5",2.75,3390,6298,"2","0","0","3","9",3390,0,4,2015,47.5906,-122.062,3390,7111
"476",520000,"5",2.25,1890,3006,"2","0","0","3","7",1890,0,12,2015,47.5461,-121.998,1580,3000
"477",460000,"4",2.5,1610,2527,"2","0","2","3","9",1080,530,10,2015,47.5674,-122.29,1610,4173
"478",438924,"4",1.5,1050,4590,"1","0","0","3","7",850,200,66,2015,47.6943,-122.29,1770,5400
"479",315000,"3",1,630,6550,"1","0","0","3","5",630,0,97,2015,47.5486,-122.38,1420,6550
"480",590000,"5",2.75,2910,10650,"1","0","2","3","8",1780,1130,40,2015,47.6658,-122.188,2920,10988
"481",378500,"5",1.75,1700,8640,"1","0","0","3","7",850,850,60,2015,47.5772,-122.153,1620,9000
"482",328500,"4",2.5,1950,8130,"2","0","0","4","9",1950,0,25,2015,47.3875,-122.161,2350,7691
"483",849950,"4",3,2990,9773,"2","0","0","4","8",2990,0,42,2015,47.6344,-122.174,2230,11553
"484",525000,"4",1.5,1350,6000,"1","0","2","3","7",900,450,65,2015,47.5275,-122.391,1730,6012
"486",295000,"5",2.5,2160,7725,"1","0","0","4","8",1460,700,37,2015,47.3078,-122.378,2060,8250
"488",207950,"3",2,890,5000,"1","0","0","3","6",890,0,98,2015,47.5158,-122.264,1860,5000
"489",699900,"5",2.75,2810,7302,"2","0","0","3","9",2810,0,13,2015,47.5985,-121.977,2820,7302
"491",452000,"5",1.5,1580,7350,"1","0","0","4","7",960,620,52,2015,47.6734,-122.154,1560,7350
"492",370000,"4",2,1680,5036,"1","0","1","4","7",1680,0,28,2015,47.4734,-122.186,1680,4921
"493",232000,"4",1.75,1300,11230,"1","0","0","5","7",1300,0,47,2015,47.3811,-122.087,1300,10794
"494",669950,"6",2.5,2820,14062,"2","0","0","4","7",2380,440,55,2015,47.7081,-122.215,1910,10392
"495",397500,"4",2,1510,6710,"1","0","0","3","7",1070,440,43,2015,47.7193,-122.216,1660,6600
"496",490000,"3",2.5,1230,1391,"2","0","0","3","8",870,360,11,2015,47.6192,-122.301,1240,1350
"497",725000,"5",2,2110,4140,"2","0","0","3","9",1710,400,90,2003,47.5836,-122.387,1440,4420
"498",299000,"4",2.75,3080,19635,"1","0","2","4","7",1610,1470,57,2015,47.3841,-122.284,2424,12410
"499",625000,"3",1.5,1490,5750,"1.5","0","0","4","7",1190,300,115,2015,47.5872,-122.39,1590,4025
"500",437500,"4",2.5,2120,4500,"2","0","0","3","7",2120,0,15,2015,47.5322,-121.88,2530,4816
"501",650000,"5",2.5,3180,5438,"2","0","0","3","9",3180,0,12,2015,47.5416,-121.864,3030,5335
"502",475000,"3",1,1490,3825,"1","0","0","3","7",860,630,86,2015,47.6799,-122.381,1460,3825
"503",342000,"4",2,1930,11947,"1","0","0","4","8",1930,0,49,2015,47.3672,-122.151,2200,12825
"505",280000,"4",1.5,1670,11610,"1","0","0","4","7",1670,0,52,2015,47.4404,-122.191,1930,10200
"506",240000,"3",1.75,1330,7200,"1","0","0","3","7",1330,0,22,2015,47.4467,-122.281,1450,11682
"507",529000,"4",1,1210,3328,"1.5","0","0","4","7",1210,0,91,2015,47.6729,-122.363,1640,3333
