"","MSZoning","LotShape","LandContour","LotConfig","Neighborhood","Condition2","BldgType","HouseStyle","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinType2","HeatingQC","Electrical","KitchenQual","Functional","GarageType","GarageFinish","PavedDrive","SaleType","SaleCondition","MasVnrType.1","BsmtFinType2.1","BsmtFinSF2","MSZoning.1","Foundation.1","BsmtExposure.1","BsmtFinType1.1","Condition1.1","Utilities.1","BsmtQual.1","LandContour.1","LandSlope.1","LotConfig.1","BsmtCond.1","Exterior1st.1","ExterQual.1"
"71","RL","IR1","Lvl","Inside","NAmes","Norm","1Fam","1Story","Gable","Plywood","Plywood","BrkFace","TA","Gd","CBlock","Gd","TA","Gd","ALQ","Unf","Ex","SBrkr","TA","Typ","Attchd","Fin","Y","WD","Normal","BrkFace","Unf",0,"RL","CBlock","Gd","ALQ","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","Plywood","TA"
"72","RL","Reg","Lvl","Corner","Mitchel","Norm","1Fam","1Story","Gable","HdBoard","Plywood","None","TA","TA","CBlock","TA","TA","No","ALQ","Unf","TA","SBrkr","TA","Typ","Detchd","Unf","Y","WD","Normal","None","Unf",0,"RL","CBlock","No","ALQ","Norm","AllPub","TA","Lvl","Gtl","Corner","TA","HdBoard","TA"
"73","RL","IR1","Lvl","Corner","Gilbert","Norm","1Fam","2Story","Gable","VinylSd","VinylSd","BrkFace","TA","TA","PConc","Gd","TA","No","Unf","Unf","Gd","SBrkr","TA","Typ","Attchd","Fin","Y","WD","Normal","BrkFace","Unf",0,"RL","PConc","No","Unf","Norm","AllPub","Gd","Lvl","Gtl","Corner","TA","VinylSd","TA"
"74","RL","Reg","Lvl","Inside","NAmes","Norm","1Fam","1Story","Gable","Wd Sdng","Wd Sdng","BrkFace","TA","TA","CBlock","TA","TA","No","ALQ","BLQ","Gd","SBrkr","TA","Typ","Attchd","Unf","Y","WD","Normal","BrkFace","BLQ",362,"RL","CBlock","No","ALQ","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","Wd Sdng","TA"
"75","RM","Reg","Lvl","Corner","OldTown","Norm","1Fam","2Story","Gambrel","VinylSd","VinylSd","None","Gd","Gd","CBlock","Fa","TA","No","Unf","Unf","Gd","SBrkr","TA","Typ","Detchd","Unf","Y","WD","Normal","None","Unf",0,"RM","CBlock","No","Unf","Norm","AllPub","Fa","Lvl","Gtl","Corner","TA","VinylSd","Gd"
"76","RM","Reg","Lvl","Inside","MeadowV","Norm","Twnhs","SLvl","Gable","CemntBd","CmentBd","None","TA","TA","CBlock","Gd","TA","Gd","GLQ","Unf","TA","SBrkr","TA","Typ","BuiltIn","Unf","Y","WD","Normal","None","Unf",0,"RM","CBlock","Gd","GLQ","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","CemntBd","TA"
"77","RL","IR1","Lvl","Inside","NAmes","Norm","1Fam","1Story","Gable","VinylSd","VinylSd","None","TA","TA","CBlock","TA","TA","No","ALQ","Unf","Ex","FuseA","TA","Typ","Detchd","Unf","Y","WD","Normal","None","Unf",0,"RL","CBlock","No","ALQ","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","VinylSd","TA"
"78","RM","Reg","Lvl","Inside","BrkSide","Norm","1Fam","1.5Fin","Gable","Wd Sdng","Wd Sdng","None","TA","TA","CBlock","TA","TA","No","BLQ","GLQ","TA","SBrkr","TA","Min1","Detchd","Unf","Y","WD","Normal","None","GLQ",41,"RM","CBlock","No","BLQ","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","Wd Sdng","TA"
"79","RL","Reg","Lvl","Inside","Sawyer","Norm","Duplex","1Story","Hip","HdBoard","HdBoard","None","TA","TA","CBlock","TA","TA","No","Unf","Unf","TA","SBrkr","TA","Typ","2Types","Unf","Y","WD","Normal","None","Unf",0,"RL","CBlock","No","Unf","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","HdBoard","TA"
"80","RM","Reg","Lvl","Corner","OldTown","Norm","1Fam","2Story","Gable","Wd Sdng","Wd Sdng","None","TA","TA","PConc","TA","TA","No","Unf","Unf","Gd","SBrkr","TA","Typ","Detchd","Unf","Y","WD","Normal","None","Unf",0,"RM","PConc","No","Unf","Norm","AllPub","TA","Lvl","Gtl","Corner","TA","Wd Sdng","TA"
"81","RL","Reg","Lvl","Corner","NAmes","Norm","1Fam","2Story","Gable","VinylSd","VinylSd","BrkFace","TA","Gd","CBlock","Gd","TA","No","Rec","Unf","TA","SBrkr","Gd","Typ","Attchd","Fin","Y","WD","Normal","BrkFace","Unf",0,"RL","CBlock","No","Rec","Norm","AllPub","Gd","Lvl","Gtl","Corner","TA","VinylSd","TA"
"82","RM","Reg","Lvl","FR2","Mitchel","Norm","TwnhsE","1Story","Hip","VinylSd","VinylSd","BrkFace","TA","Gd","PConc","Ex","Gd","No","GLQ","Unf","Ex","SBrkr","TA","Typ","Attchd","Fin","Y","WD","Normal","BrkFace","Unf",0,"RM","PConc","No","GLQ","Norm","AllPub","Ex","Lvl","Gtl","FR2","Gd","VinylSd","TA"
"83","RL","Reg","Lvl","Inside","Somerst","Norm","1Fam","1Story","Gable","VinylSd","VinylSd","Stone","TA","TA","PConc","Gd","TA","No","GLQ","Unf","Ex","SBrkr","Gd","Typ","Attchd","RFn","Y","WD","Normal","Stone","Unf",0,"RL","PConc","No","GLQ","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","VinylSd","TA"
"84","RL","IR1","Lvl","Inside","NAmes","Norm","1Fam","1Story","Gable","MetalSd","MetalSd","BrkCmn","TA","TA","CBlock","TA","TA","No","Unf","Unf","Gd","SBrkr","TA","Typ","Detchd","Unf","Y","COD","Normal","BrkCmn","Unf",0,"RL","CBlock","No","Unf","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","MetalSd","TA"
"85","RL","IR1","Lvl","Inside","Gilbert","Norm","1Fam","SLvl","Gable","HdBoard","HdBoard","BrkFace","TA","TA","PConc","Gd","TA","No","Unf","Unf","Gd","SBrkr","TA","Typ","BuiltIn","Fin","Y","WD","Normal","BrkFace","Unf",0,"RL","PConc","No","Unf","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","HdBoard","TA"
"86","RL","Reg","Lvl","Corner","NoRidge","Norm","1Fam","2Story","Hip","HdBoard","HdBoard","BrkFace","Gd","TA","CBlock","Gd","TA","No","Unf","Unf","Ex","SBrkr","Gd","Typ","Attchd","Unf","Y","WD","Normal","BrkFace","Unf",0,"RL","CBlock","No","Unf","Norm","AllPub","Gd","Lvl","Gtl","Corner","TA","HdBoard","Gd"
"87","RL","IR2","Lvl","Inside","Gilbert","Norm","1Fam","2Story","Gable","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","TA","Av","Unf","Unf","Ex","SBrkr","Gd","Typ","BuiltIn","Fin","Y","WD","Normal","None","Unf",0,"RL","PConc","Av","Unf","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","VinylSd","Gd"
"88","FV","Reg","Lvl","Corner","Somerst","Norm","TwnhsE","2Story","Gable","VinylSd","VinylSd","Stone","Gd","TA","PConc","Gd","TA","Av","Unf","Unf","Ex","SBrkr","Gd","Typ","Detchd","RFn","Y","New","Partial","Stone","Unf",0,"FV","PConc","Av","Unf","Norm","AllPub","Gd","Lvl","Gtl","Corner","TA","VinylSd","Gd"
"89","C (all)","IR1","Lvl","Corner","IDOTRR","Feedr","1Fam","1.5Fin","Hip","Plywood","Plywood","None","Fa","Fa","CBlock","TA","Fa","No","Unf","Unf","TA","SBrkr","Fa","Typ","2Types","RFn","N","ConLD","Abnorml","None","Unf",0,"C (all)","CBlock","No","Unf","Feedr","AllPub","TA","Lvl","Gtl","Corner","Fa","Plywood","Fa"
"90","RL","Reg","Lvl","Inside","CollgCr","Norm","1Fam","1Story","Gable","VinylSd","VinylSd","None","TA","TA","PConc","Gd","TA","No","GLQ","Unf","Ex","SBrkr","TA","Typ","2Types","Unf","Y","WD","Normal","None","Unf",0,"RL","PConc","No","GLQ","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","VinylSd","TA"
"91","RL","Reg","Lvl","Inside","NAmes","Norm","1Fam","1Story","Gable","BrkFace","Wd Sdng","None","TA","TA","Slab","Fa","Gd","Av","Rec","GLQ","TA","FuseA","TA","Typ","Detchd","Unf","Y","WD","Normal","None","GLQ",0,"RL","Slab","Av","Rec","Norm","AllPub","Fa","Lvl","Gtl","Inside","Gd","BrkFace","TA"
"92","RL","Reg","Lvl","Inside","NAmes","Norm","1Fam","1Story","Hip","HdBoard","HdBoard","BrkCmn","TA","TA","CBlock","TA","TA","No","Rec","Unf","TA","SBrkr","TA","Typ","Attchd","Unf","Y","WD","Abnorml","BrkCmn","Unf",0,"RL","CBlock","No","Rec","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","HdBoard","TA"
"93","RL","IR1","HLS","Inside","Crawfor","Norm","1Fam","1Story","Gable","Wd Sdng","Wd Sdng","None","TA","Gd","BrkTil","Gd","TA","No","ALQ","Unf","Ex","SBrkr","TA","Typ","Detchd","Unf","Y","WD","Normal","None","Unf",0,"RL","BrkTil","No","ALQ","Norm","AllPub","Gd","HLS","Gtl","Inside","TA","Wd Sdng","TA"
"94","C (all)","Reg","Lvl","Corner","OldTown","Norm","2fmCon","2.5Unf","Hip","MetalSd","MetalSd","None","TA","TA","BrkTil","TA","Fa","Mn","Rec","Unf","Ex","SBrkr","TA","Typ","Detchd","Unf","Y","WD","Normal","None","Unf",0,"C (all)","BrkTil","Mn","Rec","Norm","AllPub","TA","Lvl","Gtl","Corner","Fa","MetalSd","TA"
"95","RL","IR1","Lvl","Inside","CollgCr","Norm","1Fam","2Story","Gable","VinylSd","VinylSd","None","TA","Gd","PConc","Gd","TA","No","GLQ","Unf","Ex","SBrkr","Gd","Typ","Attchd","RFn","Y","WD","Normal","None","Unf",0,"RL","PConc","No","GLQ","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","VinylSd","TA"
"96","RL","IR2","Lvl","Corner","Gilbert","Norm","1Fam","2Story","Gable","VinylSd","VinylSd","BrkFace","Ex","Gd","PConc","Gd","Gd","No","ALQ","Unf","Gd","SBrkr","TA","Typ","BuiltIn","Fin","Y","WD","Normal","BrkFace","Unf",0,"RL","PConc","No","ALQ","Norm","AllPub","Gd","Lvl","Gtl","Corner","Gd","VinylSd","Ex"
"97","RL","IR1","Lvl","Inside","CollgCr","Norm","1Fam","1Story","Gable","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","Av","ALQ","Unf","Ex","SBrkr","Gd","Typ","Attchd","RFn","Y","WD","Normal","BrkFace","Unf",0,"RL","PConc","Av","ALQ","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","VinylSd","Gd"
"98","RL","Reg","HLS","Inside","Edwards","Norm","1Fam","1Story","Hip","HdBoard","HdBoard","BrkFace","TA","TA","CBlock","TA","TA","No","Rec","Unf","TA","FuseF","TA","Typ","Attchd","Fin","P","WD","Normal","BrkFace","Unf",0,"RL","CBlock","No","Rec","Norm","AllPub","TA","HLS","Gtl","Inside","TA","HdBoard","TA"
"99","RL","Reg","Lvl","Corner","Edwards","Norm","1Fam","1Story","Gable","Wd Sdng","Wd Sdng","None","TA","TA","BrkTil","TA","TA","No","ALQ","Unf","Fa","SBrkr","TA","Typ","Basment","Unf","Y","COD","Abnorml","None","Unf",0,"RL","BrkTil","No","ALQ","Norm","AllPub","TA","Lvl","Gtl","Corner","TA","Wd Sdng","TA"
"100","RL","IR1","Lvl","Inside","NAmes","Norm","1Fam","1Story","Gable","Plywood","Plywood","None","TA","TA","CBlock","TA","TA","No","ALQ","Unf","Fa","SBrkr","TA","Typ","2Types","Fin","Y","WD","Normal","None","Unf",0,"RL","CBlock","No","ALQ","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","Plywood","TA"
"101","RL","IR1","Lvl","Inside","NWAmes","Norm","1Fam","1Story","Gable","Plywood","Plywood","BrkFace","TA","TA","PConc","TA","TA","Mn","ALQ","Unf","Gd","SBrkr","Gd","Typ","Attchd","RFn","Y","WD","Normal","BrkFace","Unf",0,"RL","PConc","Mn","ALQ","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","Plywood","TA"
"102","RL","Reg","Lvl","Inside","SawyerW","Norm","1Fam","2Story","Gable","HdBoard","HdBoard","BrkFace","Gd","TA","CBlock","Gd","TA","No","Unf","Unf","TA","SBrkr","Gd","Typ","Attchd","Fin","Y","WD","Normal","BrkFace","Unf",0,"RL","CBlock","No","Unf","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","HdBoard","Gd"
"103","RL","Reg","Bnk","Inside","SawyerW","Norm","Duplex","1Story","Gable","HdBoard","HdBoard","None","TA","Fa","Slab","Ex","Fa","Mn","BLQ","GLQ","TA","SBrkr","TA","Typ","Attchd","Unf","Y","WD","Alloca","None","GLQ",0,"RL","Slab","Mn","BLQ","Norm","AllPub","Ex","Bnk","Gtl","Inside","Fa","HdBoard","TA"
"104","RL","IR1","Lvl","Corner","CollgCr","Norm","1Fam","1Story","Gable","VinylSd","VinylSd","None","TA","TA","PConc","Gd","TA","No","Unf","Unf","Ex","SBrkr","Gd","Typ","Attchd","RFn","Y","WD","Normal","None","Unf",0,"RL","PConc","No","Unf","Norm","AllPub","Gd","Lvl","Gtl","Corner","TA","VinylSd","TA"
"105","RM","Reg","Lvl","Corner","IDOTRR","Norm","1Fam","1.5Fin","Gable","Stucco","Stucco","BrkFace","TA","Fa","PConc","TA","TA","No","LwQ","Unf","Ex","FuseF","TA","Typ","Detchd","Unf","Y","WD","Normal","BrkFace","Unf",0,"RM","PConc","No","LwQ","Norm","AllPub","TA","Lvl","Gtl","Corner","TA","Stucco","TA"
"106","FV","Reg","Lvl","Inside","Somerst","Norm","1Fam","2Story","Hip","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Ex","TA","No","Unf","Unf","Ex","SBrkr","Gd","Typ","Attchd","RFn","Y","WD","Normal","BrkFace","Unf",0,"FV","PConc","No","Unf","Norm","AllPub","Ex","Lvl","Gtl","Inside","TA","VinylSd","Gd"
"107","RM","Reg","Lvl","Inside","OldTown","Norm","1Fam","1Story","Mansard","VinylSd","VinylSd","None","TA","TA","BrkTil","Fa","TA","No","Unf","Unf","Gd","SBrkr","TA","Typ","Detchd","Unf","N","WD","Normal","None","Unf",0,"RM","BrkTil","No","Unf","Norm","AllPub","Fa","Lvl","Gtl","Inside","TA","VinylSd","TA"
"108","RM","Reg","Lvl","Inside","OldTown","Norm","1Fam","1Story","Gable","VinylSd","VinylSd","None","TA","TA","CBlock","TA","TA","No","ALQ","BLQ","Ex","SBrkr","TA","Typ","Detchd","Unf","Y","WD","Partial","None","BLQ",169,"RM","CBlock","No","ALQ","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","VinylSd","TA"
"109","RM","Reg","Lvl","Corner","IDOTRR","Norm","1Fam","1.5Fin","Gable","CemntBd","CmentBd","None","TA","TA","CBlock","TA","TA","No","Unf","Unf","TA","FuseF","Fa","Typ","Basment","Fin","N","WD","Normal","None","Unf",0,"RM","CBlock","No","Unf","Artery","AllPub","TA","Lvl","Gtl","Corner","TA","CemntBd","TA"
"110","RL","IR1","Lvl","Inside","NWAmes","Norm","1Fam","1Story","Hip","Plywood","Plywood","BrkFace","TA","TA","CBlock","Gd","TA","No","BLQ","Unf","Ex","SBrkr","TA","Typ","Attchd","RFn","Y","COD","Normal","BrkFace","Unf",0,"RL","CBlock","No","BLQ","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","Plywood","TA"
"111","RL","Reg","Lvl","Inside","Edwards","Norm","1Fam","1.5Fin","Gable","Wd Sdng","Wd Sdng","None","TA","TA","CBlock","TA","Fa","No","Rec","Unf","Gd","SBrkr","TA","Typ","Attchd","Unf","Y","WD","Normal","None","Unf",0,"RL","CBlock","No","Rec","Norm","AllPub","TA","Lvl","Gtl","Inside","Fa","Wd Sdng","TA"
"112","RL","IR1","Lvl","Inside","Gilbert","Norm","1Fam","SLvl","Gable","VinylSd","VinylSd","None","TA","TA","PConc","Gd","TA","No","GLQ","Unf","Ex","SBrkr","TA","Typ","BuiltIn","Fin","Y","WD","Normal","None","Unf",0,"RL","PConc","No","GLQ","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","VinylSd","TA"
"113","RL","Reg","Lvl","Inside","CollgCr","Norm","1Fam","2Story","Gable","VinylSd","VinylSd","Stone","Gd","TA","PConc","Ex","TA","Av","GLQ","Unf","Ex","SBrkr","Ex","Typ","BuiltIn","Fin","Y","New","Partial","Stone","Unf",0,"RL","PConc","Av","GLQ","Norm","AllPub","Ex","Lvl","Gtl","Inside","TA","VinylSd","Gd"
"114","RL","Reg","Bnk","Corner","Crawfor","Norm","1Fam","1Story","Hip","Wd Sdng","Wd Sdng","BrkFace","TA","Gd","CBlock","Gd","TA","Mn","ALQ","Rec","TA","SBrkr","Gd","Typ","Basment","Unf","Y","COD","Abnorml","BrkFace","Rec",869,"RL","CBlock","Mn","ALQ","Norm","AllPub","Gd","Bnk","Gtl","Corner","TA","Wd Sdng","TA"
"115","RL","IR1","Lvl","Inside","Crawfor","Norm","1Fam","2Story","Gambrel","Wd Sdng","Wd Sdng","None","TA","TA","CBlock","TA","TA","No","ALQ","LwQ","Ex","SBrkr","Gd","Typ","Detchd","Unf","Y","WD","Normal","None","LwQ",150,"RL","CBlock","No","ALQ","Norm","AllPub","TA","Lvl","Mod","Inside","TA","Wd Sdng","TA"
"116","FV","Reg","Lvl","Corner","Somerst","Norm","TwnhsE","2Story","Gable","MetalSd","MetalSd","BrkFace","TA","TA","PConc","Gd","TA","No","GLQ","Unf","Gd","SBrkr","TA","Typ","Detchd","Unf","Y","WD","Normal","BrkFace","Unf",0,"FV","PConc","No","GLQ","Norm","AllPub","Gd","Lvl","Gtl","Corner","TA","MetalSd","TA"
"117","RL","Reg","Lvl","Inside","Sawyer","Norm","1Fam","1Story","Gable","Wd Sdng","Wd Sdng","BrkFace","TA","TA","CBlock","TA","TA","No","LwQ","BLQ","TA","SBrkr","TA","Typ","Attchd","Unf","Y","WD","Normal","BrkFace","BLQ",670,"RL","CBlock","No","LwQ","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","Wd Sdng","TA"
"118","RL","Reg","Lvl","Corner","Edwards","Norm","1Fam","1Story","Gable","VinylSd","VinylSd","None","TA","TA","PConc","Gd","TA","No","Unf","Unf","Gd","SBrkr","TA","Typ","Attchd","Unf","Y","New","Partial","None","Unf",0,"RL","PConc","No","Unf","Norm","AllPub","Gd","Lvl","Gtl","Corner","TA","VinylSd","TA"
"119","RL","Reg","Lvl","Corner","SawyerW","Norm","1Fam","2Story","Hip","Plywood","Plywood","None","TA","TA","PConc","Gd","TA","Mn","GLQ","Unf","Gd","SBrkr","Gd","Typ","Attchd","Unf","Y","WD","Normal","None","Unf",0,"RL","PConc","Mn","GLQ","Norm","AllPub","Gd","Lvl","Gtl","Corner","TA","Plywood","TA"
"120","RL","Reg","Lvl","Inside","CollgCr","Norm","1Fam","2Story","Gable","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","TA","No","Unf","Unf","Ex","SBrkr","Gd","Typ","Attchd","Fin","Y","New","Partial","None","Unf",0,"RL","PConc","No","Unf","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","VinylSd","Gd"
"121","RL","IR1","Low","CulDSac","ClearCr","Norm","1Fam","SLvl","Flat","Plywood","Plywood","None","TA","TA","CBlock","TA","TA","Gd","ALQ","Unf","Ex","SBrkr","TA","Typ","Attchd","Unf","Y","WD","Normal","None","Unf",0,"RL","CBlock","Gd","ALQ","Norm","AllPub","TA","Low","Sev","CulDSac","TA","Plywood","TA"
"122","RM","Reg","Lvl","Inside","IDOTRR","Norm","1Fam","1.5Fin","Gable","AsbShng","AsbShng","None","TA","TA","PConc","TA","TA","No","Unf","Unf","Gd","SBrkr","TA","Typ","Detchd","Unf","P","WD","Normal","None","Unf",0,"RM","PConc","No","Unf","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","AsbShng","TA"
"123","RL","Reg","Lvl","Corner","NAmes","Norm","1Fam","1Story","Hip","MetalSd","MetalSd","BrkFace","TA","Gd","CBlock","TA","TA","No","BLQ","Unf","Gd","SBrkr","TA","Typ","Attchd","Unf","Y","WD","Normal","BrkFace","Unf",0,"RL","CBlock","No","BLQ","Norm","AllPub","TA","Lvl","Gtl","Corner","TA","MetalSd","TA"
"124","RL","Reg","Lvl","Inside","SawyerW","Norm","TwnhsE","1Story","Gable","Plywood","Plywood","None","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","Ex","SBrkr","Gd","Typ","Attchd","RFn","Y","WD","Normal","None","Unf",0,"RL","PConc","No","GLQ","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","Plywood","Gd"
"125","RL","IR1","Lvl","CulDSac","NWAmes","Norm","1Fam","1Story","Gable","HdBoard","HdBoard","None","TA","Gd","CBlock","Gd","Fa","No","Unf","Unf","TA","SBrkr","TA","Typ","Attchd","Unf","Y","WD","Normal","None","Unf",0,"RL","CBlock","No","Unf","Norm","AllPub","Gd","Lvl","Gtl","CulDSac","Fa","HdBoard","TA"
"126","RM","Reg","Lvl","Inside","IDOTRR","Norm","2fmCon","1.5Fin","Gable","Wd Sdng","Wd Sdng","None","TA","Fa","CBlock","TA","TA","Av","GLQ","Unf","Gd","SBrkr","TA","Typ","2Types","Unf","N","WD","Normal","None","Unf",0,"RM","CBlock","Av","GLQ","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","Wd Sdng","TA"
"127","RL","IR1","Lvl","Inside","NPkVill","Norm","TwnhsE","1Story","Gable","Plywood","Plywood","None","TA","TA","CBlock","Gd","TA","No","ALQ","Unf","TA","SBrkr","TA","Typ","Attchd","RFn","Y","WD","Normal","None","Unf",0,"RL","CBlock","No","ALQ","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","Plywood","TA"
"128","RM","IR1","Bnk","Inside","OldTown","Norm","1Fam","1.5Unf","Gable","WdShing","Wd Sdng","None","TA","Gd","BrkTil","TA","TA","No","LwQ","Unf","Ex","SBrkr","TA","Typ","Attchd","Fin","N","WD","Normal","None","Unf",0,"RM","BrkTil","No","LwQ","Feedr","AllPub","TA","Bnk","Gtl","Inside","TA","WdShing","TA"
"129","RL","Reg","Lvl","Inside","NAmes","Norm","1Fam","2Story","Gable","VinylSd","VinylSd","BrkFace","TA","TA","CBlock","TA","TA","No","BLQ","Unf","TA","SBrkr","TA","Typ","Attchd","RFn","Y","WD","Normal","BrkFace","Unf",0,"RL","CBlock","No","BLQ","PosN","AllPub","TA","Lvl","Gtl","Inside","TA","VinylSd","TA"
"130","RL","Reg","Lvl","Inside","NAmes","Norm","1Fam","1Story","Gable","Plywood","Plywood","BrkFace","TA","TA","CBlock","TA","TA","No","Rec","BLQ","TA","FuseA","Ex","Typ","2Types","RFn","Y","WD","Abnorml","BrkFace","BLQ",28,"RL","CBlock","No","Rec","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","Plywood","TA"
"131","RL","Reg","Lvl","Corner","NAmes","Norm","1Fam","2Story","Gable","MetalSd","MetalSd","BrkFace","TA","TA","CBlock","TA","TA","No","Rec","Unf","Ex","SBrkr","Gd","Typ","Attchd","Fin","Y","WD","Normal","BrkFace","Unf",0,"RL","CBlock","No","Rec","Norm","AllPub","TA","Lvl","Gtl","Corner","TA","MetalSd","TA"
"132","RL","IR1","Lvl","Corner","Gilbert","Norm","1Fam","2Story","Gable","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","Ex","SBrkr","Gd","Typ","BuiltIn","RFn","Y","WD","Normal","BrkFace","Unf",0,"RL","PConc","No","GLQ","Norm","AllPub","Gd","Lvl","Gtl","Corner","TA","VinylSd","Gd"
"133","RL","Reg","Lvl","Corner","NAmes","Norm","1Fam","1Story","Gable","MetalSd","MetalSd","None","TA","TA","CBlock","TA","TA","No","Rec","Unf","Gd","SBrkr","Gd","Typ","Detchd","Unf","Y","WD","Normal","None","Unf",0,"RL","CBlock","No","Rec","Norm","AllPub","TA","Lvl","Gtl","Corner","TA","MetalSd","TA"
"134","RL","IR1","Lvl","Inside","Timber","Norm","1Fam","1Story","Gable","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Ex","TA","No","GLQ","Unf","Ex","SBrkr","Gd","Typ","Attchd","Fin","Y","WD","Normal","BrkFace","Unf",0,"RL","PConc","No","GLQ","Norm","AllPub","Ex","Lvl","Gtl","Inside","TA","VinylSd","Gd"
"135","RL","IR1","Lvl","Inside","Sawyer","Norm","1Fam","1Story","Gable","Plywood","Plywood","None","TA","TA","CBlock","TA","TA","No","Rec","Unf","Gd","SBrkr","TA","Min1","Attchd","RFn","Y","WD","Normal","None","Unf",0,"RL","CBlock","No","Rec","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","Plywood","TA"
"136","RL","Reg","Lvl","Inside","NWAmes","Norm","1Fam","1Story","Hip","Plywood","Plywood","BrkFace","TA","TA","PConc","TA","TA","No","Unf","Unf","Gd","SBrkr","TA","Typ","Attchd","Unf","Y","WD","Normal","BrkFace","Unf",0,"RL","PConc","No","Unf","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","Plywood","TA"
"137","RL","IR1","Lvl","Corner","NAmes","Norm","1Fam","1Story","Gable","MetalSd","MetalSd","BrkFace","TA","TA","CBlock","TA","TA","No","BLQ","Unf","TA","SBrkr","TA","Typ","Attchd","RFn","Y","WD","Normal","BrkFace","Unf",0,"RL","CBlock","No","BLQ","Norm","AllPub","TA","Lvl","Gtl","Corner","TA","MetalSd","TA"
"138","RL","Reg","Lvl","Inside","Mitchel","Norm","Duplex","1Story","Gable","VinylSd","VinylSd","BrkFace","TA","TA","CBlock","TA","TA","No","Unf","Unf","Gd","SBrkr","TA","Typ","2Types","Unf","Y","WD","Family","BrkFace","Unf",0,"RL","CBlock","No","Unf","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","VinylSd","TA"
"139","RL","IR1","Lvl","Inside","CollgCr","Norm","1Fam","2Story","Gable","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","Mn","GLQ","Unf","Ex","SBrkr","Gd","Typ","Attchd","Fin","Y","WD","Normal","BrkFace","Unf",0,"RL","PConc","Mn","GLQ","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","VinylSd","Gd"
"140","RL","IR1","Lvl","Inside","CollgCr","Norm","1Fam","2Story","Gable","VinylSd","VinylSd","None","TA","TA","PConc","Gd","TA","No","GLQ","Unf","Ex","SBrkr","Gd","Typ","Attchd","RFn","Y","WD","Normal","None","Unf",0,"RL","PConc","No","GLQ","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","VinylSd","TA"
"141","RL","Reg","Lvl","FR2","NAmes","Norm","1Fam","1Story","Gable","HdBoard","HdBoard","None","TA","TA","CBlock","TA","TA","No","ALQ","Unf","TA","SBrkr","TA","Typ","2Types","Unf","Y","ConLI","Normal","None","Unf",0,"RL","CBlock","No","ALQ","Norm","AllPub","TA","Lvl","Gtl","FR2","TA","HdBoard","TA"
"142","RL","Reg","Lvl","Inside","CollgCr","Norm","1Fam","1Story","Gable","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","TA","Av","GLQ","Unf","Ex","SBrkr","Gd","Typ","Attchd","Fin","Y","WD","Normal","None","Unf",0,"RL","PConc","Av","GLQ","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","VinylSd","Gd"
