"","racepctblack","racePctWhite","medIncome","pctWWage","pctWInvInc","pctWPubAsst","medFamInc","perCapInc","PctPopUnderPov","PctLess9thGrade","PctNotHSGrad","PctBSorMore","PctUnemployed","PctEmploy","PctOccupMgmtProf","MalePctDivorce","FemalePctDiv","TotalPctDiv","PctFam2Par","PctKids2Par","PctYoungKids2Par","PctTeen2Par","PctKidsBornNeverMar","PctLargHouseFam","PctPersOwnOccup","PctPersDenseHous","PctHousLess3BR","MedNumBR","PctHousOwnOcc","PctVacantBoarded","PctHousNoPhone","PctWOFullPlumb","MedRentPctHousInc","LemasPctOfficDrugUn","murdPerPop","rapes","rapesPerPop","robbbPerPop","assaultPerPop","burglaries","burglPerPop","larcPerPop","autoTheftPerPop","arsonsPerPop","ViolentCrimesPerPop","nonViolPerPop"
"74",7.24,91.65,20569,68.59,40.02,6.53,26654,10475,18.27,14.83,31.36,14.2,8.52,54.24,22.34,10.07,12.38,11.36,71.13,67.77,74.34,75.51,2.49,3.78,67.87,1.82,55.86,2,65.74,0.65,10.58,0.58,25.3,0,7.88,8,63.04,39.4,874.7,94,740.74,3853.43,165.48,7.88,985.03,4767.53
"75",0.19,97.05,43971,90.62,45.34,2.59,45611,12840,4.21,1.05,6.93,29.42,3.56,72.82,31.54,4.95,7.77,6.38,89.17,89.56,95.53,90.14,0.43,20.44,89.44,3.24,13.73,4,87.34,1.31,0.86,0.26,22.8,0,0,13,14.89,32.06,84.74,676,774.07,2810,125.96,5.73,131.68,3715.75
"76",2.53,92.97,52208,88.99,65.08,1.94,60709,22433,5.12,3.52,7.8,49.38,2.42,70.3,44.93,5.4,9.02,7.31,87.46,87.61,95.25,85.32,0.68,4.34,79.69,1.32,33.72,3,74.54,0.23,0.43,0.09,26.8,0,0,3.51412663741286,11.29182896028,16.62,44.33,220,406.32,1939.24,44.33,5.54,170.90379815124,2395.42
"77",0.69,98.03,42549,87.81,44.73,5.63,46578,16750,4.36,3.75,16.57,16.76,6.2,67.54,24.36,9.43,12.04,10.75,82.93,80.98,92.8,79.86,2.64,4.46,90.45,2.06,32.43,3,89.13,0.61,1.57,0.1,23.8,0,0,5.07374130688542,19.1221769496925,12.92,262.61,157,675.91,2660.58,202.34,38.75,225.720654738679,3577.58
"78",9.78,84.1,18357,65.73,34.3,10.04,22964,10377,23.15,13.83,33.47,18.06,9.5,51.29,24.54,11.61,14.36,13.15,68.5,64.73,77.13,69.49,2.65,3.68,65.84,2.43,51.03,2,66.47,6.94,13.73,0.09,26.9,0,26.23,11,72.14,98.37,937.77,289,1895.21,3003.48,347.56,45.9,1134.5,5292.15
"79",4.28,75.25,21748,76.14,36.28,6.58,27208,11184,20.16,9.36,21.39,20.71,8.12,58.52,26.28,11.94,16.19,14.15,65.86,61.93,74.97,68.55,4.29,6.32,55.14,7.3,62.99,2,51.44,2.07,6.88,0.38,29.6,4.03,9.78,314,69.78,198.68,691.36,7363,1636.29,7128.3,1142.94,36,969.6,9943.53
"80",7.36,88.58,41944,87.6,36.52,3.11,45986,16302,4.35,5.04,18.12,20.42,4.1,69.92,23.81,8.22,10.33,9.3,79.01,75.91,88.27,78.78,2.48,4.35,71.76,2.19,47.98,3,68.94,0.86,1.68,0.42,24.3,0,4.19,5,20.94,41.87,184.24,266,1113.81,2332.3,192.61,29.31,251.24,3668.03
"81",5.57,73.69,19157,70.65,27.47,8.36,23440,9210,23.02,19.73,41.2,11.11,8.51,53.98,17.54,9.2,11.64,10.51,75.23,70.05,77.81,67.66,1.79,6.79,65.95,6.25,54.98,2,66.37,4.85,13.7,0.64,27.9,0,8.19,7,57.36,73.75,794.82,214,1753.52,3695.51,245.82,40.97,934.12,5735.82
"82",4.6,92.63,30591,81.43,48.5,4.68,34344,15557,6.68,3.63,11.2,26.55,5.12,69.93,31.3,10.7,14.26,12.53,75.93,75.06,82.78,76.76,1.69,2.87,42.77,1.7,57.38,2,41.88,2.5,2.85,0.36,26.4,0,0,31,148.32,66.98,162.67,171,818.14,3353.91,334.91,43.06,377.97,4550.02
"83",0.89,98.1,37683,82.3,37.59,7.14,42734,16907,8.02,3.69,14.63,19.66,7.31,65.59,29.52,10.51,14.04,12.32,70.43,67.48,89.89,69.84,2.85,7.07,69.74,1.21,37.96,3,66.9,13.56,1.11,1.2,29.4,0,0,6,53.92,0,835.73,105,943.57,907.62,161.75,26.96,889.65,2039.9
"84",0.59,97.87,34644,78.61,63.01,2.46,42345,18380,4.13,6.29,16.84,29.72,3.05,63.85,36.25,6.63,8.77,7.8,83.2,82.4,93.88,78.67,0.77,1.83,74.91,0.64,49.13,3,67.78,0.31,0.62,0.14,21.6,0,5.74,1,5.74,11.49,17.23,62,356.12,1010.91,269.96,17.23,40.21,1654.22
"85",16.58,78.17,34639,90.23,42.93,3.63,45597,16936,9.33,3.49,12.12,38.51,3.78,71.33,38.1,9.89,12.66,11.31,74.43,73.64,85.57,76.42,5.53,3.71,50.21,2.54,66.88,2,39.76,0.13,2.34,0,24.5,0,0,38.6007348366406,41.9468840927957,236.86,275.42,256,1410.16,6626.64,567.37,38.56,477.355978129206,8642.72
"86",12.06,82.54,41028,88.18,46.43,2.52,46108,17060,3.78,3.75,12.99,29.02,4.57,72.16,32.53,8.16,13.94,11.2,78.22,76.06,86.43,76.93,1.81,4.24,70.39,3.35,27.98,3,67.72,0.59,1.87,0.18,26.2,0,0,19,51.17,150.83,263.95,414,1115.06,3199.74,705.67,43.09,465.96,5063.56
"87",9.4,89.79,23744,68.16,39.67,8.81,29171,12249,14.35,15.1,30.01,13.93,4.48,55.04,24.52,9.36,11.56,10.57,71.5,69.43,79.65,78.06,2.12,3.16,68.71,1.63,51.98,2,67.81,1.86,7.3,0.28,25.8,0,8.83,1,8.83,26.48,105.91,75,661.96,1588.7,88.26,0,150.04,2338.92
"88",0.54,94.18,62420,84.14,70.06,2.04,70618,29773,2.45,4.91,9.49,48.6,2.71,69.32,43.97,4.13,7.31,5.8,90.92,90.33,93.16,88.69,0.38,3.2,81.13,0.64,25.71,3,75.52,1.19,0.52,0.58,24.9,0,0,0,0,24.78,24.78,12,99.12,768.21,148.69,16.52,49.56,1032.55
"89",2.7,94.53,33411,70.54,40.18,5.68,40299,17376,6.78,2.92,11.27,28.3,7.22,57,28.85,8.97,12.63,10.93,71.82,71.66,77.79,74.63,1.87,3.41,72.88,1.46,37.53,3,70.86,0.96,1.71,0.3,31.8,0,4.67,22,51.39,67.74,1688.82,609,1422.53,1555.67,298.99,0,1812.62,3277.2
"90",3.01,89.39,46499,79.61,61.29,2.85,55878,20579,3.68,7.01,16.92,32.44,4.17,62.97,35.29,5.77,8.77,7.38,84.36,83.65,90.18,90.84,1.33,5.08,74.78,2,45.19,3,68.15,2.99,1.09,0.14,24.9,0,0,2,11.23,28.07,89.83,50,280.71,1381.09,421.06,11.23,129.13,2094.09
"91",7.67,84.64,25592,75.66,43.45,6.9,32424,14478,14.53,5.62,17.1,25.95,6.16,62.61,29.23,14.55,17.45,16.07,66.43,63.51,76.28,67.2,3.97,5,57.6,3.49,56.17,2,52.98,5.5,4.47,0.64,25.8,4.81,12.65,479,104.44,502.59,1221.7,7845,1710.56,5890.68,1844.43,131.7,1841.38,9577.37
"92",10.33,83.46,46674,92.92,41.6,3.24,51045,18554,3.79,6.16,15.79,25.82,3.3,77.22,32.1,9.75,12.3,11,81.33,79.06,88.45,79.22,2.8,6.1,67.75,3.13,32.6,3,66.11,1.46,4.11,0.51,25.5,0,0,10,31.06,170.84,99.4,141,437.98,3314.39,267.14,18.64,301.31,4038.14
"93",1.45,72.98,47204,82.7,51.28,4.3,55678,22095,5.15,3.85,12.38,31.23,3.95,67.04,37.65,9.77,13.42,11.64,79.26,77.43,92.28,78.84,1.37,4.13,60.49,6.41,52.31,2,56.29,1.56,1.2,0.27,26.9,4.12,8.64,30,21.6,309.54,280.75,1582,1138.83,2948.59,1226.66,38.87,620.53,5352.95
"94",0.06,98.01,43804,90.99,42.37,3.16,45205,10626,3.21,1.7,9.1,22.85,3.21,70.81,29.15,3.1,5.09,4.1,93.07,91.5,97.66,94.24,0.44,31.58,92.3,4.84,12.48,4,91.06,7.14,0.6,0.42,21.7,0,0,2,11.57,17.35,161.92,126,728.66,2307.43,266.02,0,190.84,3302.11
"95",3.64,82.76,42962,81.45,49.19,5.3,49851,20292,8.3,8.12,18.45,27.09,3.82,69.14,29.66,11.56,15.3,13.43,72.39,69.83,83.7,74.85,3.48,7.25,51.04,10.47,61.71,2,50.78,0.59,1.85,0.58,28.6,0,4.4,15,22.02,155.59,544.58,513,753.02,2753.72,664.94,2.94,726.59,4174.62
"96",3.03,93.76,35855,76.78,61.86,4.14,42245,18645,6.27,10.36,21.66,27.84,3.31,62.15,32.72,8.14,10.71,9.55,77.84,75.4,85.65,73.14,1.77,2.85,65.72,1.16,40.69,3,59.31,0.5,0.41,0.09,25.1,0,0,0,0,52.19,22.37,79,589.02,2288.99,283.33,22.37,74.56,3183.72
"97",0.17,98.04,53665,94.1,57.19,0.18,55955,19255,1.65,1.77,9.45,32.89,2.29,75.69,33.16,5.53,6.77,6.16,92.11,91.8,98.59,88.86,0.48,3.95,92.43,0.93,20,3,89.42,2,0.93,0.28,20.5,0,0,4.38306458384946,18.9827239611324,15.21,53.23,46,349.81,1528.52,38.02,45.63,150.755498439724,1961.98
"98",1.06,97.38,26654,63.11,40.44,3.65,29464,12165,6.77,7.04,26.53,9.91,5.66,48.43,20.69,8.33,9.77,9.08,80.47,75.83,89.36,82,1.68,2.39,79.15,1.88,52.66,2,82.22,0.21,3.16,0.2,25.8,0,0,2,17,8.5,314.47,151,1283.36,2354.24,101.99,0,339.96,3739.59
"99",0.8,95.49,25456,83.71,45.03,4.64,32417,11902,14.48,7.24,14.24,29.28,5.08,66.75,30.59,6.77,9.78,8.28,75.26,76.33,83.86,78.54,1.95,3.6,56.93,1.98,57.07,2,48.71,0.85,2.77,0.45,26.1,0,0,19,37.7,27.78,55.55,234,464.26,4368.79,386.88,27.78,121.02,5247.7
"100",36.14,53.85,25811,73.04,37.07,14.61,31163,12968,21.29,11.86,28.97,26.7,9.25,56.71,30,10.37,14.2,12.44,45.44,38.63,53.9,44.87,15.07,7.07,34.96,4.9,67.53,2,31.78,10.18,7.53,0.49,30,3.08,18.39,130,108.69,1035.08,964.85,3417,2856.93,6453.8,1566,112.04,2127.02,10988.76
"101",15.59,81.67,18095,71.79,19.06,11.22,20562,8262,23.81,28.57,49.27,4.01,8.37,50.95,10.8,13.93,15.86,14.97,62.04,55.69,84.79,53.04,4.92,6,56.69,6.76,58.36,2,56.62,10.97,7.66,1,27.3,0,0,4,36.38,309.2,463.81,142,1291.38,4001.46,1309.57,18.19,809.39,6620.59
"102",38.14,58.5,36724,80.2,40.22,4.66,39916,14063,4.93,6.65,21.38,12.55,6.76,62.79,22.31,9.68,12.81,11.36,70.37,67.79,86.83,72.46,3.18,5.94,85.93,2.75,25.72,3,83.78,2.33,1.16,0.28,24.1,0,0,7.5626836297305,30.5291878253063,313.81,152.88,215,864.98,4180.08,1275.35,4.02,413.727727161639,6324.43
"103",0.44,95.21,48483,77.12,67.37,1.14,52340,21529,1.27,5.04,12.33,33.16,2.81,61.56,42.29,4.13,6.05,5.14,90.61,89.64,98.88,88.92,0.31,3.78,92.01,0.57,23.09,3,88.83,0,0.1,0,23.4,0,14.58,2,9.72,29.15,145.76,59,286.66,2419.59,281.8,4.86,199.2,2992.91
"104",41.48,57.56,19063,68.09,25.86,12.4,25025,9397,25.22,18.7,39.06,14.77,9.13,51.53,20.22,8.38,12.05,10.44,52,47.91,56.31,62.31,10.7,6.23,59.97,4.76,49.74,3,61.75,3.73,16.32,0.76,25.9,0,0,5,47.14,141.42,1338.74,82,773.07,4383.9,150.84,9.43,1527.29,5317.24
"105",0.16,98.92,29576,76.08,50.68,5.96,34987,12722,6.07,7.31,20.21,15.16,5.64,63.82,22.72,7.51,9.3,8.45,79.23,79.54,83.99,84.98,1.7,3.62,75.22,1.31,39.01,3,67.94,5.46,1.77,0.28,24.6,0,3.04,1,3.04,27.38,51.71,177,538.42,1892.07,130.8,9.13,85.17,2570.42
"106",3.83,79.59,37073,79.04,43.96,7.29,43200,17825,8.98,5.71,15.38,31.26,4.78,63.25,37.1,9.38,14.38,12.03,75.19,72.29,82.51,78.27,2.24,6.32,62.36,5.37,44.97,3,59.24,1.16,2.5,0.09,26.9,0,7.71,21,32.38,231.3,456.44,975,1503.47,2498.07,949.88,24.67,727.83,4976.1
"107",4.62,58.93,24292,79.07,20.69,16.57,26520,8990,28.22,27.72,42.85,9.37,11.09,55,17.95,11.36,14.09,12.74,67.21,58.91,66.44,69.57,5.48,13.74,62.03,17.88,49.96,3,60.91,4.53,14.52,0.43,28.9,0,4.68,9,42.11,107.61,626.93,601,2811.83,3714.79,664.36,74.86,781.32,7265.84
"108",0.98,88.96,34182,88.48,40.48,3.85,36533,14405,8.43,5.45,14.97,28.11,3.93,76.18,30.83,12.71,16.83,14.83,75.31,75.17,84.61,72.52,1.17,4.74,73.88,3.52,44.23,3,71.96,0.52,2.58,0,28.4,0,0,0,0,33.89,333.24,111,626.94,3061.28,158.15,39.54,367.13,3885.91
"109",0.79,96.25,25168,76.65,51.01,6.39,31773,11843,12.63,8.38,21.39,19.6,4.82,61.2,23.77,8.17,10.11,9.2,75.13,75.23,83.97,74.09,1.67,3.38,60.88,1.46,46.98,3,56.98,0.57,2.57,0.37,25.7,0,8.82,19,33.52,12.35,100.56,479,845.07,4631.1,197.59,17.64,155.25,5691.4
"110",6.36,82.79,30141,84.74,39.91,6.21,33460,15982,9.33,4.32,15.18,19.28,4.77,72.35,24.17,18.11,20.19,19.11,64.7,62.08,78.45,65.34,2.95,3.52,44.26,4.31,71.75,2,39.32,0.3,2.68,0,22.9,0,23.46,41,320.61,547.39,742.88,301,2353.77,19401,2252.11,109.48,1634.34,24116.36
"111",11.49,77.75,53710,91.86,48.86,4.19,55924,17056,4.23,1.9,14.13,24.07,3.52,59.36,30.94,13.11,14.43,13.69,82.44,80.04,90.2,82.85,6.51,5.32,67.22,2.59,26.14,3,65.13,0,0.6,0.09,26.5,0,0,1,3.81,60.9,186.52,120,456.78,1865.17,232.2,7.61,251.23,2561.76
"112",1.08,86.96,51253,86.4,49.51,3.54,58187,21407,3.55,4.6,12.59,30.99,3.31,72.58,36.82,8.96,12.71,10.85,82.69,79.27,90.91,83.82,1.23,5.72,68.99,5.15,45.05,3,63.51,3.3,1.28,0.21,26.8,0,8.61,5,14.35,146.36,198.01,309,886.76,4364.92,637.09,45.92,367.33,5934.68
"113",15.59,83.14,32877,82.64,39.95,3.89,38190,16134,9.28,5.83,18.08,25.47,3.62,65.69,33.68,10.03,14.45,12.39,72.42,69.84,84.46,71.03,5.59,3.02,67.4,1.82,45.66,3,63.34,2.61,2.98,0.12,21.4,0,0,3,16.99,101.92,441.65,170,962.57,2831.1,419,5.66,560.56,4218.33
"114",29.09,68.24,23453,85.3,38.24,4.59,34764,13247,22.32,5.59,14.48,40.72,5.56,63.45,37.49,9.32,13.45,11.51,61.16,57.44,70.74,62.15,7.88,3.55,49.61,4.27,58.18,2,45.17,2.24,3.43,0.27,31.2,6.6,6.63,137,100.91,581.91,1292,3970,2924.3,7882.35,1521.08,22.1,1981.45,12349.83
"115",8.51,82.51,43092,79.6,66.08,2.6,60927,21551,9.64,7.05,11.6,66.02,3.21,57.12,50.5,4.26,7.75,5.92,78.23,75.42,84.53,82.2,2.58,3.75,47.48,2.85,48.12,3,43.19,4.82,0.46,0,23.6,0,0,0,0,33.55,50.33,97,813.69,4085.23,134.22,8.39,83.89,5041.52
"116",1.2,94.56,21392,76.91,53.73,6.35,31331,9573,28.82,12.93,19.79,30.23,7.56,54.07,26.8,4.27,6.21,5.29,75.39,75.76,77.8,70.89,2.52,3.8,45.57,2.54,54.17,2,44.64,0.46,1.36,0.15,32,0,0,2,13.29,13.29,13.29,108,717.66,5229.58,232.57,19.93,39.87,6199.75
"117",0.75,97.92,23642,72.1,36.01,7.37,30382,11981,11.86,10.41,25.24,12.26,5.25,60.57,17.43,11.21,15.88,13.78,67.94,66.02,74.81,77.51,0.82,3.99,66.93,1.54,45.7,3,61.64,1.04,13.48,0.17,26.5,0,0,6.16717215762314,35.3679090061783,19.08,200.38,57,543.89,2958.02,152.67,19.08,280.155643109856,3673.66
"118",2.55,95.22,44335,89.31,45.26,1.94,49356,20519,3.73,2.21,7.51,36.94,2.63,75.34,37.48,9.76,15.61,12.84,80.28,80.8,92.68,74.03,1.15,2.05,62.19,1.01,46.15,3,57,0.48,0.19,0.25,22.8,0,0,0,0,0,60.9,95,445.03,1592.73,206.12,0,60.9,2243.88
"119",0.76,98.02,48889,88.72,51.57,2.86,52590,19810,2.43,5.05,12.9,25.01,2.94,74.05,30.03,7.96,9.33,8.64,86.32,84.47,95.42,75.55,0.58,3.94,88.34,1.18,36.84,3,85.78,2.55,1.17,1.01,28,0,0,0,0,5.42,64.99,81,438.67,812.35,86.65,10.83,70.4,1348.5
"120",0.51,95.73,22194,74.76,53.59,7.35,30450,10282,21.61,11.51,20.01,23.91,5.96,56.4,25.16,5.65,7.78,6.76,73.08,74.2,79.08,72.98,1.76,4.06,53.51,1.96,50.04,2,51.58,0.79,2.55,0.07,27.5,0,4.66,9,41.98,0,195.9,157,732.28,5513.06,144.59,46.64,242.54,6436.57
"121",1.26,77.47,31671,78.68,37.06,10.34,36935,13854,9.59,10.84,23.84,17.03,7.85,64.24,22.7,10.75,15.27,13.1,72.38,68.95,80.12,77.49,2.55,6.49,58.53,9.71,48,3,57.19,1.94,4.04,0.36,26.1,0,4.65,29,67.42,74.4,427.78,483,1122.92,2371.38,692.81,109.27,574.24,4296.38
"122",11.07,80.05,49900,87.07,53.16,3.06,57156,21734,2.67,6.11,16.13,32.71,3.08,70.47,33.94,7.57,10.25,8.91,81.65,79.76,91.14,86.01,2.71,3.43,69.98,2.88,55.58,2,64.55,1.11,0.62,0.12,24.9,0,0,7,21.47,128.85,138.05,258,791.48,2294.69,536.86,24.54,288.37,3647.57
"123",17.38,81.61,21407,69.94,30.37,14.47,26838,10648,20.87,9.79,31.67,10.88,8.74,53.25,21.14,12.56,15.9,14.39,62.98,58.23,65.59,60.85,5,4.94,56.97,2.14,51.98,2,55.8,8.42,8.94,0.58,27.6,5.94,8.49,59,83.45,294.21,1111.77,963,1362.13,5725.76,646.41,8.49,1497.92,7742.79
"124",2.61,93.49,32405,79.89,53.98,4.4,39977,15992,5.55,4.34,11.92,20.91,3.61,68.81,25.24,9.26,11.61,10.51,73.49,74.37,85.37,72.93,1.93,2.81,74.06,1.64,50.99,2,66.92,0.18,0.85,0,27,0,0,5.07221478971525,29.3522062230712,112.22,198.54,372,1070.38,3239.91,480.52,14.39,256.956332603652,4805.2
"125",25.51,67.85,21238,68.76,29,8.44,26059,10954,21.04,16.58,35.92,15.48,8.15,53.5,23.05,10.25,13.76,12.16,67.01,59.85,74.1,77.02,3.57,6.05,59.83,5.99,49.7,3,61.03,2.94,12.35,0.49,26,0,0,28,119.98,162.83,398.51,383,1641.17,5257.75,252.82,89.99,681.32,7241.72
"126",0.54,97.63,25141,78.47,38.52,6.23,29813,11170,11.79,10.91,31.91,10.07,6.72,61.21,15.53,10.35,13.69,12.13,75.76,71.32,79.54,75.58,1.45,3.79,69.07,1.68,41.14,3,65.83,0.82,11,0.38,24.4,0,0,2,16.18,8.09,169.92,73,590.66,1537.34,194.19,8.09,194.19,2330.29
"127",3.49,95.03,27148,77.4,48.2,7.74,32801,14283,12.69,6.41,20.68,23.99,5.93,60.43,26.89,9.29,13.31,11.46,73.14,71.98,76.73,77,2.05,3.4,62.62,1.15,44.9,3,57.48,2.4,4.35,0.38,23.6,0,0,8,35.33,30.91,119.24,147,649.18,3170.82,128.07,30.91,185.48,3978.98
"128",13.99,52.83,30925,78.71,33.34,10.68,34364,16188,18.86,18.4,33,22.96,8.34,61.71,27.29,9.92,14.61,12.26,65.54,59.78,74.48,69.13,9.32,14.44,40.31,22.26,72.02,2,39.42,2.93,4.11,0.98,30.4,4.89,31.04,1773,51.15,1108.27,1224.31,50232,1449.19,3435.8,1724.19,147.68,2414.77,6756.86
"129",0.57,88.39,33969,80.02,37.44,3.81,37304,13763,11.55,22.09,42.64,15.25,7.53,61.36,15.78,7.29,9.93,8.63,78.15,74.61,83.44,79.83,3.52,6.27,35.47,9,65.21,2,33.37,4.96,5.41,3.57,24.2,0,0,5,37.76,249.24,294.56,168,1268.88,2084.59,1827.79,7.55,581.57,5188.82
"130",0.34,98.9,40117,78.96,51.51,7.85,43162,15100,4.92,12.11,26.72,18.71,4.6,66.63,25.36,5.41,7.43,6.44,87.21,82.93,94.99,86.62,0.99,5.03,90.35,1.28,29.79,3,87.8,8.68,0.44,0.15,25.1,0,0,0,0,98.5,98.5,20,123.12,1422.06,350.9,178.53,197,2074.61
"131",0.53,96.09,20905,69.17,41.01,12.76,26552,10769,17.1,8.04,22.68,15.93,9.73,54.86,21.55,10.51,13.37,12.05,64.68,64.84,71.73,65.8,2.57,3.17,66.06,1.1,48.92,3,61.19,9.08,3.59,0.47,27.5,0,3.6,17,61.22,54.02,154.85,347,1249.64,5052.58,360.13,104.44,273.7,6766.78
"132",4.62,93.26,29088,73.08,41.94,13.49,35364,13146,15.39,12.86,30.11,14.23,7.38,53.96,22.35,9.87,12.43,11.28,69.43,67.56,67.65,75.44,4.38,4.91,63.65,2.1,42.99,3,60.39,3.41,4.08,0.1,28.8,0,0,7.62778365270577,25.6584381341433,93.43,399.2,200,849.37,3129.91,237.82,55.21,262.794674127372,4272.31
"133",2.27,96.66,35575,86.71,39.77,2.79,38189,13384,4.1,4.85,22.08,11.41,4.98,67.86,19.14,8.37,11.87,10.18,81.33,76.31,87.5,82.86,1.54,5.27,79.02,1.87,22.75,3,77.36,1.52,2.34,0.33,23.2,0,0,5,23.62,9.45,207.85,88,415.7,1521.09,99.2,42.51,240.92,2078.51
"134",23.47,52.73,28655,86.62,29.32,7.86,30218,10409,12.22,9.54,22.08,14.69,4.37,74.2,18.22,8.48,13.7,10.62,76.63,71.38,83.38,81.63,5.13,10.2,34.08,14.61,54.14,2,37.99,2.18,2.85,0.64,29.7,0,18.55,9,27.82,374.07,664.67,218,673.94,2609.21,262.78,64.92,1085.11,3610.84
"135",1.79,94.7,48901,92.36,45.5,2.04,54669,19526,4.24,3.09,10.57,35.12,3.09,77.58,35.14,10.73,13.81,12.29,83.43,82.38,94.3,81.43,0.76,2.89,67.83,2.61,37.38,3,62.64,1.49,3.3,0.49,22.6,0,0,16,42.82,40.14,208.73,210,561.96,2076.59,184.65,37.46,291.69,2860.66
"136",9.93,85.14,22059,82.93,45.96,4.87,34598,12452,22.42,5.02,12.8,44.98,4.91,60.7,35.91,7.46,10.34,8.97,70.25,67.89,82.87,62.6,5.69,3.23,48.96,2.44,55.05,2,43.76,2.92,3.85,0.16,29,0,1.34,30,40.15,144.55,401.52,571,764.22,4727.17,222.17,40.15,587.55,5753.71
"137",0.16,97.25,20711,65.61,39.5,10.26,24605,10113,18.76,9.34,27.85,9.35,10.38,51.94,20.31,11.63,15,13.43,69.32,67.52,66.99,74.4,3.62,4.85,59.04,3.6,51.35,2,58.47,1.35,6.39,0,26.1,0,0,1,8.34,16.68,625.47,133,1109.17,7789.18,316.9,0,650.49,9215.24
"138",17.71,77.25,31262,83.53,41.36,6.29,39351,13082,17.07,6.38,19.48,31.7,5.7,64.4,26.89,8.03,10.35,9.33,57.91,53.04,70.26,47.25,8.18,5.59,43.52,3.91,56.64,2,39.36,5.76,2.68,0.39,24.7,0,0,4,21.17,153.46,291.04,118,624.4,3455.39,291.04,31.75,465.66,4402.58
"139",12.49,78.85,36864,83.23,49.32,2.13,42844,17679,5.14,5.91,14.77,26.1,4.16,70.74,33.61,8.25,12.57,10.45,81.05,81.36,94.51,76.37,3.29,3.57,50.37,2.74,66.14,2,45.11,0.77,0.51,0.26,25.1,0,0,0,0,99.36,122.29,74,565.58,4532.25,313.36,0,221.64,5411.19
"140",1.7,97.7,20461,64.27,35.8,9.42,26550,11269,18.99,13.76,30.81,12.8,8.01,50.9,22.77,11.35,14.62,13.17,67.27,64.43,72.81,75.54,2.6,3.04,65.27,0.95,48.37,3,62.93,3.41,9.3,0.32,27.1,0,9.03,12,36.13,54.2,117.43,347,1044.87,2469.14,198.74,111.41,216.8,3824.15
"141",1.93,93.28,22192,70.42,40.84,10.99,28778,12375,17.34,5.74,16.79,21.03,8.12,55.06,26.95,13.7,17.67,15.82,63.8,62.52,72.11,67.01,3,4.16,61.6,2.52,53.68,2,57.23,5.54,4.96,0.8,28.2,6.67,6.63,112,57.16,180.65,550.63,2699,1377.35,5595.64,372.53,37.76,795.08,7383.29
"142",0.31,89.69,22996,77.82,44.83,4.26,32654,11447,18.78,5.4,15.88,31.31,6.45,57.7,28,9.4,12.35,10.88,70.24,68.41,67.3,72.35,2.27,3.73,58.29,2.85,52.63,2,54.44,0.93,5.61,0.69,29,0,7.09,10,70.93,63.84,219.89,120,851.18,6554.12,248.26,0,361.75,7653.57
"143",0.29,93.76,21762,68.99,34.71,11.64,28750,11816,18.3,9.02,26.57,12.41,10.96,49.82,21.68,14.49,15.93,15.23,66.09,64.05,64.12,82.52,3.63,4.43,60.23,2.73,52.64,2,57.03,5.02,7.9,0.44,27.4,0,5.84,28,163.47,116.76,239.36,198,1155.93,7204.16,245.2,157.63,525.42,8762.92
"144",38.25,59.81,21221,74.82,30.33,12.39,24190,11495,20.71,10.29,22.13,20.58,5.4,64.5,25,8.05,12.85,10.37,68.18,63.09,78.77,66.8,6.65,6.29,45.68,4.65,41.84,3,47.39,2.74,9.27,1.11,25.8,0,11.66,22,51.31,417.46,981.86,810,1889.08,3778.16,396.47,4.66,1462.29,6068.38
"145",0.1,99.52,37156,82.54,38.1,3.99,41349,13282,5.55,13.59,29.43,15.85,6.21,64.18,21.81,6.86,7.89,7.39,85.45,83.34,94.44,84.1,1.53,4.58,81.07,1.71,39.14,3,76.23,1.6,0.66,0.78,27,0,0,1,5.97,0,83.64,63,376.37,716.89,53.77,5.97,89.61,1153
"146",9.04,81.98,33344,86.61,60.29,3.2,50192,17786,16.08,2.22,6.08,64.22,3.81,64.65,47.65,5.81,10.29,8.09,75.87,75.13,89.53,71.98,2.58,3.19,48.08,3.19,57.98,2,43.2,1.1,1.05,0.15,30,5.88,1.83,41.5716653510617,39.308065461272,117.89,307.06,1101,1006.18,3684.75,237.61,31.99,487.310839540016,4960.52
"147",0.93,97.6,43419,89.75,41.69,3.1,48156,16990,3.79,3.83,13.71,24.97,5.47,76.11,30.15,9.68,11.22,10.46,83.82,82.6,93.37,80.97,1.01,3.69,69.22,1.72,55.85,2,62.79,4.17,2.19,0.8,24.2,0,0,40,133.72,23.4,70.2,255,852.44,2012.44,340.98,103.63,227.32,3309.49
"148",31.3,67.17,23269,69.71,35.81,6.41,26628,13006,20.64,13.67,39.4,11.76,8.89,53.53,21.68,16.81,16.73,16.77,49.89,42.44,53.59,42.01,8.51,4.68,53.61,8.7,81.08,2,55.75,4.41,8.39,0.53,28.3,0,28.26,20,141.32,989.26,1490.96,537,3794.52,10005.65,2070.38,49.46,2649.8,15920.01
"149",0.47,99,23684,67.32,42.79,7.59,29733,11548,13.85,7.17,26.28,9.37,5.19,55.41,16.47,10.52,12.75,11.74,75.67,73.46,84.53,76.14,0.74,3.68,68.08,0.86,41.96,3,64.47,3.09,6.51,0.47,24.5,0,0,0,0,0,46.52,4,31.01,690.08,77.54,7.75,46.52,806.39
